PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona_Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Otros;NO DATA;No;NO;8;1781;0;1;29
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Orense;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;13;2429;0;2;25
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Toledo;NO;NO;SI;Otros;NO DATA;Averia leve;NO;3;2429;0;1;23
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;17;2429;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;1;2257;0;1;27
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;1;1541;17618;1;37
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;6;2429;0;1;28
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;7;2312;34565;2;52
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Toledo;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7;1541;0;1;32
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;7;3599;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;8;3621;0;2;31
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;1;3599;36330;0;59
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;NO DATA;No;NO;1;2257;0;1;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;15;2990;0;0;22
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;10;2429;0;1;31
A;TIPO1;FUEL 1;Baja;M;Contado;OTROS;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;12;1781;0;1;25
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;14;2257;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;9;2257;20837;1;29
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;3;1781;0;2;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;18;2257;0;2;18
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alava;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;13;1541;0;1;26
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;7;3239;0;2;21
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Badajoz;NO;NO;NO;Medio;NO DATA;No;NO;3;1541;0;2;27
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Alto;NO DATA;No;NO;4;1541;0;2;21
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Teruel;SI;NO;NO;Alto;NO DATA;No;NO;5;3239;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;16;3239;0;2;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Funcionario;Barcelona;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;6;1541;0;1;22
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Autonomo;Alicante;NO;NO;NO;Medio;NO DATA;No;NO;16;1781;0;2;18
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;Otros;NO DATA;No;NO;2;2275;0;1;31
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;4;1875;0;2;21
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;10;1541;0;1;25
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;16;2905;0;2;27
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;Alto;NO DATA;No;NO;4;2905;0;1;28
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;SI;8;2429;0;2;19
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7;3239;20771;1;27
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2;1781;0;1;23
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Funcionario;Segovia;NO;NO;NO;Alto;NO DATA;No;NO;5;1781;0;0;25
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Palencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;13;1541;0;1;20
A;TIPO1;FUEL 1;Baja;M;Otros;OTROS;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;12;1541;0;1;22
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Medio;NO DATA;No;NO;16;2429;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;15;2257;0;1;20
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;7;3239;0;1;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alava;NO;NO;SI;Otros;NO DATA;No;NO;4;2429;0;0;30
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Tarragona;NO;NO;NO;Alto;NO DATA;No;NO;18;1541;0;2;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;18;2257;27638;1;51
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Huelva;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;17;1781;0;1;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio;NO DATA;No;NO;2;4312;0;1;19
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;12;3599;0;2;20
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;15;2036;0;1;28
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;4;2275;0;1;23
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Medio;NO DATA;No;NO;6;2751;0;1;32
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lugo;NO;NO;NO;Otros;NO DATA;No;NO;7;1781;0;0;23
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;2;2495;0;1;22
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;Averia muy grave;SI;13;2429;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;SI;7;4572;0;2;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;15;2495;0;1;25
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;5;1541;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;16;2495;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;14;2429;0;0;22
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia leve;NO;13;5286;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio-Bajo;NO DATA;Averia muy grave;SI;14;2429;0;1;21
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Lacoruna;SI;NO;NO;Medio;NO DATA;Averia grave;SI;10;4670;0;1;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;19;2495;28396;1;44
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;SI;3;4312;0;1;18
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Santa Cruz de Tenerife;SI;NO;NO;Alto;NO DATA;No;NO;17;4340;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;19;2924;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Navarra;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;14;2429;0;1;28
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Lacoruna;SI;NO;NO;Alto;NO DATA;No;NO;9;2495;0;2;29
A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;8;1541;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Murcia;NO;NO;SI;Otros;NO DATA;No;NO;1;3048;0;1;30
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Gerona;SI;NO;NO;Alto;NO DATA;No;NO;4;1781;0;1;25
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;10;2257;0;1;24
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;6;1781;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Medio;NO DATA;No;NO;9;1781;0;1;31
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;19;1781;0;1;18
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Asturias;SI;NO;SI;Alto;NO DATA;No;NO;2;2671;0;0;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;4;1541;0;2;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;6;4670;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Santa Cruz de Tenerife;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;12;2275;0;1;23
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;NO;Medio;NO DATA;No;NO;6;1781;0;2;29
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Otros;NO DATA;No;NO;3;2924;0;1;28
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Medio;NO DATA;No;NO;13;2429;0;2;20
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia leve;NO;7;1781;0;2;18
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;Otros;NO DATA;No;NO;1;2275;0;0;29
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;NO;Otros;NO DATA;No;NO;19;2495;0;2;28
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Funcionario;Castellon;SI;NO;SI;Medio;NO DATA;No;NO;13;3599;0;1;20
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;17;2671;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;15;2429;0;1;30
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;14;1781;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;No;NO;3;4670;0;1;22
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;19;1781;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Navarra;NO;NO;SI;Alto;NO DATA;No;NO;14;2429;0;1;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Alto;NO DATA;No;NO;18;2429;0;1;24
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;SI;10;4572;0;1;21
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Funcionario;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;14;3599;0;2;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Tarragona;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;13;2429;0;1;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Murcia;SI;NO;SI;Medio;NO DATA;Averia muy grave;SI;19;3239;0;2;20
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Huelva;NO;NO;NO;Alto;NO DATA;No;NO;8;1781;0;2;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;No;NO;8;2257;0;1;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;Otros;NO DATA;No;NO;18;2924;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;SI;Otros;NO DATA;No;NO;12;2924;0;2;20
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;3;1781;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Guadalajara;NO;NO;SI;Alto;NO DATA;No;NO;17;2429;0;1;21
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;5;4670;0;2;21
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Autonomo;Alicante;NO;NO;NO;Otros;NO DATA;No;NO;16;1781;0;0;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;NO;Alto;NO DATA;No;NO;6;4670;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;Otros;NO DATA;No;NO;6;2429;0;0;29
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Malaga;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2;1781;0;2;28
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;6;2275;0;0;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;Alto;NO DATA;No;NO;1;2429;0;1;22
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Leon;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;11;3599;0;1;26
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alava;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;4;2495;0;1;24
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;SI;Otros;NO DATA;No;NO;5;2671;0;0;22
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Medio;NO DATA;No;NO;15;2429;0;1;21
A;TIPO1;FUEL 1;Baja;M;Financiera Banco;SOLTERO;F;Empresa;Salamanca;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;8;1781;0;1;26
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;OTROS;F;Empresa;Pontevedra;SI;NO;SI;Alto;NO DATA;No;NO;19;2429;0;0;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;4;1781;0;1;24
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Valencia;NO;NO;SI;Alto;NO DATA;No;NO;6;2429;0;2;32
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;17;1781;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;5;4572;0;2;28
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Granada;NO;NO;SI;Otros;NO DATA;No;NO;18;2429;0;1;29
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;14;2429;0;0;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Alto;NO DATA;No;NO;5;2429;0;0;26
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Alicante;NO;NO;SI;Otros;NO DATA;No;NO;1;2429;0;1;24
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;10;1781;0;1;26
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;SI;NO;SI;Otros;NO DATA;No;NO;15;1781;0;1;32
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Otros;NO DATA;No;NO;7;1781;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;NO DATA;No;NO;14;2429;0;2;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Alicante;SI;NO;SI;Medio;NO DATA;No;NO;7;2429;0;1;22
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Otros;NO DATA;No;NO;9;1781;0;1;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;7;1781;0;2;29
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Valencia;NO;NO;NO;Otros;NO DATA;No;NO;2;1781;0;1;31
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Otros;NO DATA;No;NO;10;1781;0;0;25
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;5;2429;0;1;23
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;13;1781;0;0;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Medio;NO DATA;No;NO;3;2429;0;1;28
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;NO;SI;Otros;NO DATA;No;NO;7;2671;0;0;31
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;Otros;NO DATA;No;NO;16;1781;0;0;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;11;2429;0;1;24
A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;SI;Otros;NO DATA;No;NO;18;2671;0;1;22
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;8;2671;0;0;19
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;18;2671;0;1;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Funcionario;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;15;2429;0;0;19
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;17;2429;0;1;32
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Pontevedra;NO;NO;NO;Otros;NO DATA;No;NO;10;1781;0;2;20
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Cordoba;NO;NO;NO;Otros;NO DATA;No;NO;4;1781;0;1;21
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Burgos;NO;NO;NO;Otros;NO DATA;No;NO;1;1781;0;1;18
A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Salamanca;NO;NO;SI;Otros;NO DATA;No;NO;19;2671;0;1;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Lacoruna;NO;NO;SI;Otros;NO DATA;No;NO;1;2429;0;2;24
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Navarra;NO;NO;SI;Otros;NO DATA;No;NO;13;2429;0;1;26
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Otros;NO DATA;No;SI;7;1781;0;1;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;11;3644;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;Otros;NO DATA;No;NO;13;2429;0;1;31
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;9;2671;0;1;29
A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Funcionario;Santa Cruz de Tenerife;NO;NO;NO;Otros;NO DATA;No;NO;16;2275;0;1;23
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Otros;NO DATA;No;NO;6;1781;0;1;24
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;9;2671;0;1;31
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Asturias;NO;NO;SI;Otros;NO DATA;No;NO;12;2429;0;1;18
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;15;2429;0;1;29
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Alicante;NO;NO;SI;Otros;NO DATA;No;NO;14;2429;0;1;24
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Lerida;NO;NO;NO;Otros;NO DATA;No;NO;8;1781;0;1;25
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;14;2429;0;1;24
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Otros;NO DATA;No;NO;3;1781;0;1;22
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;SI;Otros;NO DATA;No;NO;15;2671;0;0;30
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;18;2429;0;1;32
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;Otros;NO DATA;No;NO;4;2429;0;0;20
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Murcia;NO;NO;SI;Otros;NO DATA;No;NO;9;2429;0;1;27
A;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;NO;NO;SI;Otros;NO DATA;No;NO;4;3644;0;0;20
A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Badajoz;NO;NO;NO;Otros;NO DATA;No;NO;16;1781;0;1;23
